"V1","V2","V1.hemi","V1.roi","V2.hemi","V2.roi","FCtype"
"R_V1_ROI","L_p47r_ROI","R","V1","L","p47r","Heterotopic"
"R_V1_ROI","L_TGv_ROI","R","V1","L","TGv","Heterotopic"
"R_V1_ROI","L_MBelt_ROI","R","V1","L","MBelt","Heterotopic"
"R_V1_ROI","L_LBelt_ROI","R","V1","L","LBelt","Heterotopic"
"R_V1_ROI","L_A4_ROI","R","V1","L","A4","Heterotopic"
"R_V1_ROI","L_STSva_ROI","R","V1","L","STSva","Heterotopic"
"R_V1_ROI","L_TE1m_ROI","R","V1","L","TE1m","Heterotopic"
"R_V1_ROI","L_PI_ROI","R","V1","L","PI","Heterotopic"
"R_V1_ROI","L_a32pr_ROI","R","V1","L","a32pr","Heterotopic"
"R_V1_ROI","L_p24_ROI","R","V1","L","p24","Heterotopic"
"R_MST_ROI","R_V6_ROI","R","MST","R","V6","Intrahemispheric"
"R_MST_ROI","R_V2_ROI","R","MST","R","V2","Intrahemispheric"
"R_MST_ROI","R_V3_ROI","R","MST","R","V3","Intrahemispheric"
"R_MST_ROI","R_V4_ROI","R","MST","R","V4","Intrahemispheric"
"R_MST_ROI","R_V8_ROI","R","MST","R","V8","Intrahemispheric"
"R_MST_ROI","R_4_ROI","R","MST","R","4","Intrahemispheric"
"R_MST_ROI","R_3b_ROI","R","MST","R","3b","Intrahemispheric"
"R_MST_ROI","R_FEF_ROI","R","MST","R","FEF","Intrahemispheric"
"R_MST_ROI","R_PEF_ROI","R","MST","R","PEF","Intrahemispheric"
"R_MST_ROI","R_55b_ROI","R","MST","R","55b","Intrahemispheric"
"R_MST_ROI","R_V3A_ROI","R","MST","R","V3A","Intrahemispheric"
"R_MST_ROI","R_RSC_ROI","R","MST","R","RSC","Intrahemispheric"
"R_MST_ROI","R_POS2_ROI","R","MST","R","POS2","Intrahemispheric"
"R_MST_ROI","R_V7_ROI","R","MST","R","V7","Intrahemispheric"
"R_MST_ROI","R_IPS1_ROI","R","MST","R","IPS1","Intrahemispheric"
"R_MST_ROI","R_FFC_ROI","R","MST","R","FFC","Intrahemispheric"
"R_MST_ROI","R_V3B_ROI","R","MST","R","V3B","Intrahemispheric"
"R_MST_ROI","R_LO1_ROI","R","MST","R","LO1","Intrahemispheric"
"R_MST_ROI","R_LO2_ROI","R","MST","R","LO2","Intrahemispheric"
"R_MST_ROI","R_PIT_ROI","R","MST","R","PIT","Intrahemispheric"
"R_MST_ROI","R_MT_ROI","R","MST","R","MT","Intrahemispheric"
"R_MST_ROI","R_A1_ROI","R","MST","R","A1","Intrahemispheric"
"R_MST_ROI","R_PSL_ROI","R","MST","R","PSL","Intrahemispheric"
"R_MST_ROI","R_SFL_ROI","R","MST","R","SFL","Intrahemispheric"
"R_MST_ROI","R_PCV_ROI","R","MST","R","PCV","Intrahemispheric"
"R_MST_ROI","R_STV_ROI","R","MST","R","STV","Intrahemispheric"
"R_MST_ROI","R_7Pm_ROI","R","MST","R","7Pm","Intrahemispheric"
"R_MST_ROI","R_7m_ROI","R","MST","R","7m","Intrahemispheric"
"R_MST_ROI","R_POS1_ROI","R","MST","R","POS1","Intrahemispheric"
"R_MST_ROI","R_23d_ROI","R","MST","R","23d","Intrahemispheric"
"R_MST_ROI","R_v23ab_ROI","R","MST","R","v23ab","Intrahemispheric"
"R_MST_ROI","R_d23ab_ROI","R","MST","R","d23ab","Intrahemispheric"
"R_MST_ROI","R_31pv_ROI","R","MST","R","31pv","Intrahemispheric"
"R_MST_ROI","R_5m_ROI","R","MST","R","5m","Intrahemispheric"
"R_MST_ROI","R_5mv_ROI","R","MST","R","5mv","Intrahemispheric"
"R_MST_ROI","R_23c_ROI","R","MST","R","23c","Intrahemispheric"
"R_MST_ROI","R_5L_ROI","R","MST","R","5L","Intrahemispheric"
"R_MST_ROI","R_24dd_ROI","R","MST","R","24dd","Intrahemispheric"
"R_MST_ROI","R_24dv_ROI","R","MST","R","24dv","Intrahemispheric"
"R_MST_ROI","R_7AL_ROI","R","MST","R","7AL","Intrahemispheric"
"R_MST_ROI","R_SCEF_ROI","R","MST","R","SCEF","Intrahemispheric"
"R_MST_ROI","R_6ma_ROI","R","MST","R","6ma","Intrahemispheric"
"R_MST_ROI","R_7Am_ROI","R","MST","R","7Am","Intrahemispheric"
"R_MST_ROI","R_7PL_ROI","R","MST","R","7PL","Intrahemispheric"
"R_MST_ROI","R_7PC_ROI","R","MST","R","7PC","Intrahemispheric"
"R_MST_ROI","R_LIPv_ROI","R","MST","R","LIPv","Intrahemispheric"
"R_MST_ROI","R_VIP_ROI","R","MST","R","VIP","Intrahemispheric"
"R_MST_ROI","R_MIP_ROI","R","MST","R","MIP","Intrahemispheric"
"R_MST_ROI","R_1_ROI","R","MST","R","1","Intrahemispheric"
"R_MST_ROI","R_2_ROI","R","MST","R","2","Intrahemispheric"
"R_MST_ROI","R_3a_ROI","R","MST","R","3a","Intrahemispheric"
"R_MST_ROI","R_6d_ROI","R","MST","R","6d","Intrahemispheric"
"R_MST_ROI","R_6mp_ROI","R","MST","R","6mp","Intrahemispheric"
"R_MST_ROI","R_6v_ROI","R","MST","R","6v","Intrahemispheric"
"R_MST_ROI","R_p24pr_ROI","R","MST","R","p24pr","Intrahemispheric"
"R_MST_ROI","R_33pr_ROI","R","MST","R","33pr","Intrahemispheric"
"R_MST_ROI","R_a24pr_ROI","R","MST","R","a24pr","Intrahemispheric"
"R_MST_ROI","R_p32pr_ROI","R","MST","R","p32pr","Intrahemispheric"
"R_MST_ROI","R_a24_ROI","R","MST","R","a24","Intrahemispheric"
"R_MST_ROI","R_d32_ROI","R","MST","R","d32","Intrahemispheric"
"R_MST_ROI","R_8BM_ROI","R","MST","R","8BM","Intrahemispheric"
"R_MST_ROI","R_p32_ROI","R","MST","R","p32","Intrahemispheric"
"R_MST_ROI","R_10r_ROI","R","MST","R","10r","Intrahemispheric"
"R_MST_ROI","R_47m_ROI","R","MST","R","47m","Intrahemispheric"
"R_MST_ROI","R_8Av_ROI","R","MST","R","8Av","Intrahemispheric"
"R_MST_ROI","R_8Ad_ROI","R","MST","R","8Ad","Intrahemispheric"
"R_MST_ROI","R_9m_ROI","R","MST","R","9m","Intrahemispheric"
"R_MST_ROI","R_8BL_ROI","R","MST","R","8BL","Intrahemispheric"
"R_MST_ROI","R_9p_ROI","R","MST","R","9p","Intrahemispheric"
"R_MST_ROI","R_10d_ROI","R","MST","R","10d","Intrahemispheric"
"R_MST_ROI","R_8C_ROI","R","MST","R","8C","Intrahemispheric"
"R_MST_ROI","R_44_ROI","R","MST","R","44","Intrahemispheric"
"R_MST_ROI","R_45_ROI","R","MST","R","45","Intrahemispheric"
"R_MST_ROI","R_47l_ROI","R","MST","R","47l","Intrahemispheric"
"R_MST_ROI","R_a47r_ROI","R","MST","R","a47r","Intrahemispheric"
"R_MST_ROI","R_6r_ROI","R","MST","R","6r","Intrahemispheric"
"R_MST_ROI","R_IFJa_ROI","R","MST","R","IFJa","Intrahemispheric"
"R_MST_ROI","R_IFJp_ROI","R","MST","R","IFJp","Intrahemispheric"
"R_MST_ROI","R_IFSp_ROI","R","MST","R","IFSp","Intrahemispheric"
"R_MST_ROI","R_IFSa_ROI","R","MST","R","IFSa","Intrahemispheric"
"R_MST_ROI","R_p9-46v_ROI","R","MST","R","p9-46v","Intrahemispheric"
"R_MST_ROI","R_46_ROI","R","MST","R","46","Intrahemispheric"
"R_MST_ROI","R_a9-46v_ROI","R","MST","R","a9-46v","Intrahemispheric"
"R_MST_ROI","R_9-46d_ROI","R","MST","R","9-46d","Intrahemispheric"
"R_MST_ROI","R_9a_ROI","R","MST","R","9a","Intrahemispheric"
"R_MST_ROI","R_10v_ROI","R","MST","R","10v","Intrahemispheric"
"R_MST_ROI","R_a10p_ROI","R","MST","R","a10p","Intrahemispheric"
"R_MST_ROI","R_10pp_ROI","R","MST","R","10pp","Intrahemispheric"
"R_MST_ROI","R_11l_ROI","R","MST","R","11l","Intrahemispheric"
"R_MST_ROI","R_13l_ROI","R","MST","R","13l","Intrahemispheric"
"R_MST_ROI","R_OFC_ROI","R","MST","R","OFC","Intrahemispheric"
"R_MST_ROI","R_47s_ROI","R","MST","R","47s","Intrahemispheric"
"R_MST_ROI","R_LIPd_ROI","R","MST","R","LIPd","Intrahemispheric"
"R_MST_ROI","R_6a_ROI","R","MST","R","6a","Intrahemispheric"
"R_MST_ROI","R_i6-8_ROI","R","MST","R","i6-8","Intrahemispheric"
"R_MST_ROI","R_s6-8_ROI","R","MST","R","s6-8","Intrahemispheric"
"R_MST_ROI","R_43_ROI","R","MST","R","43","Intrahemispheric"
"R_MST_ROI","R_OP4_ROI","R","MST","R","OP4","Intrahemispheric"
"R_MST_ROI","R_OP1_ROI","R","MST","R","OP1","Intrahemispheric"
"R_MST_ROI","R_OP2-3_ROI","R","MST","R","OP2-3","Intrahemispheric"
"R_MST_ROI","R_52_ROI","R","MST","R","52","Intrahemispheric"
"R_MST_ROI","R_RI_ROI","R","MST","R","RI","Intrahemispheric"
"R_MST_ROI","R_PFcm_ROI","R","MST","R","PFcm","Intrahemispheric"
"R_MST_ROI","R_PoI2_ROI","R","MST","R","PoI2","Intrahemispheric"
"R_MST_ROI","R_TA2_ROI","R","MST","R","TA2","Intrahemispheric"
"R_MST_ROI","R_FOP4_ROI","R","MST","R","FOP4","Intrahemispheric"
"R_MST_ROI","R_MI_ROI","R","MST","R","MI","Intrahemispheric"
"R_MST_ROI","R_Pir_ROI","R","MST","R","Pir","Intrahemispheric"
"R_MST_ROI","R_AVI_ROI","R","MST","R","AVI","Intrahemispheric"
"R_MST_ROI","R_AAIC_ROI","R","MST","R","AAIC","Intrahemispheric"
"R_MST_ROI","R_FOP1_ROI","R","MST","R","FOP1","Intrahemispheric"
"R_MST_ROI","R_FOP3_ROI","R","MST","R","FOP3","Intrahemispheric"
"R_MST_ROI","R_FOP2_ROI","R","MST","R","FOP2","Intrahemispheric"
"R_MST_ROI","R_PFt_ROI","R","MST","R","PFt","Intrahemispheric"
"R_MST_ROI","R_AIP_ROI","R","MST","R","AIP","Intrahemispheric"
"R_MST_ROI","R_EC_ROI","R","MST","R","EC","Intrahemispheric"
"R_MST_ROI","R_PreS_ROI","R","MST","R","PreS","Intrahemispheric"
"R_MST_ROI","R_H_ROI","R","MST","R","H","Intrahemispheric"
"R_MST_ROI","R_ProS_ROI","R","MST","R","ProS","Intrahemispheric"
"R_MST_ROI","R_PeEc_ROI","R","MST","R","PeEc","Intrahemispheric"
"R_MST_ROI","R_STGa_ROI","R","MST","R","STGa","Intrahemispheric"
"R_MST_ROI","R_PBelt_ROI","R","MST","R","PBelt","Intrahemispheric"
"R_MST_ROI","R_A5_ROI","R","MST","R","A5","Intrahemispheric"
"R_MST_ROI","R_PHA1_ROI","R","MST","R","PHA1","Intrahemispheric"
"R_MST_ROI","R_PHA3_ROI","R","MST","R","PHA3","Intrahemispheric"
"R_MST_ROI","R_STSda_ROI","R","MST","R","STSda","Intrahemispheric"
"R_MST_ROI","R_STSdp_ROI","R","MST","R","STSdp","Intrahemispheric"
"R_MST_ROI","R_STSvp_ROI","R","MST","R","STSvp","Intrahemispheric"
"R_MST_ROI","R_TGd_ROI","R","MST","R","TGd","Intrahemispheric"
"R_MST_ROI","R_TE1a_ROI","R","MST","R","TE1a","Intrahemispheric"
"R_MST_ROI","R_TE1p_ROI","R","MST","R","TE1p","Intrahemispheric"
"R_MST_ROI","R_TE2a_ROI","R","MST","R","TE2a","Intrahemispheric"
"R_MST_ROI","R_TF_ROI","R","MST","R","TF","Intrahemispheric"
"R_MST_ROI","R_TE2p_ROI","R","MST","R","TE2p","Intrahemispheric"
"R_MST_ROI","R_PHT_ROI","R","MST","R","PHT","Intrahemispheric"
"R_MST_ROI","R_PH_ROI","R","MST","R","PH","Intrahemispheric"
"R_MST_ROI","R_TPOJ1_ROI","R","MST","R","TPOJ1","Intrahemispheric"
"R_MST_ROI","R_TPOJ2_ROI","R","MST","R","TPOJ2","Intrahemispheric"
"R_MST_ROI","R_TPOJ3_ROI","R","MST","R","TPOJ3","Intrahemispheric"
"R_MST_ROI","R_DVT_ROI","R","MST","R","DVT","Intrahemispheric"
"R_MST_ROI","R_PGp_ROI","R","MST","R","PGp","Intrahemispheric"
"R_MST_ROI","R_IP2_ROI","R","MST","R","IP2","Intrahemispheric"
"R_MST_ROI","R_IP1_ROI","R","MST","R","IP1","Intrahemispheric"
"R_MST_ROI","R_IP0_ROI","R","MST","R","IP0","Intrahemispheric"
"R_MST_ROI","R_PFop_ROI","R","MST","R","PFop","Intrahemispheric"
"R_MST_ROI","R_PF_ROI","R","MST","R","PF","Intrahemispheric"
"R_MST_ROI","R_PFm_ROI","R","MST","R","PFm","Intrahemispheric"
"R_MST_ROI","R_PGi_ROI","R","MST","R","PGi","Intrahemispheric"
"R_MST_ROI","R_PGs_ROI","R","MST","R","PGs","Intrahemispheric"
"R_MST_ROI","R_V6A_ROI","R","MST","R","V6A","Intrahemispheric"
"R_MST_ROI","R_VMV1_ROI","R","MST","R","VMV1","Intrahemispheric"
"R_MST_ROI","R_VMV3_ROI","R","MST","R","VMV3","Intrahemispheric"
"R_MST_ROI","R_PHA2_ROI","R","MST","R","PHA2","Intrahemispheric"
"R_MST_ROI","R_V4t_ROI","R","MST","R","V4t","Intrahemispheric"
"R_MST_ROI","R_FST_ROI","R","MST","R","FST","Intrahemispheric"
"R_MST_ROI","R_V3CD_ROI","R","MST","R","V3CD","Intrahemispheric"
"R_MST_ROI","R_LO3_ROI","R","MST","R","LO3","Intrahemispheric"
"R_MST_ROI","R_VMV2_ROI","R","MST","R","VMV2","Intrahemispheric"
"R_MST_ROI","R_31pd_ROI","R","MST","R","31pd","Intrahemispheric"
"R_MST_ROI","R_31a_ROI","R","MST","R","31a","Intrahemispheric"
"R_MST_ROI","R_VVC_ROI","R","MST","R","VVC","Intrahemispheric"
"R_MST_ROI","R_25_ROI","R","MST","R","25","Intrahemispheric"
"R_MST_ROI","R_s32_ROI","R","MST","R","s32","Intrahemispheric"
"R_MST_ROI","R_pOFC_ROI","R","MST","R","pOFC","Intrahemispheric"
"R_MST_ROI","R_PoI1_ROI","R","MST","R","PoI1","Intrahemispheric"
"R_MST_ROI","R_Ig_ROI","R","MST","R","Ig","Intrahemispheric"
"R_MST_ROI","R_FOP5_ROI","R","MST","R","FOP5","Intrahemispheric"
"R_MST_ROI","R_p10p_ROI","R","MST","R","p10p","Intrahemispheric"
"R_MST_ROI","R_p47r_ROI","R","MST","R","p47r","Intrahemispheric"
"R_MST_ROI","R_TGv_ROI","R","MST","R","TGv","Intrahemispheric"
"R_MST_ROI","R_MBelt_ROI","R","MST","R","MBelt","Intrahemispheric"
"R_MST_ROI","R_LBelt_ROI","R","MST","R","LBelt","Intrahemispheric"
"R_MST_ROI","R_A4_ROI","R","MST","R","A4","Intrahemispheric"
"R_MST_ROI","R_STSva_ROI","R","MST","R","STSva","Intrahemispheric"
"R_MST_ROI","R_TE1m_ROI","R","MST","R","TE1m","Intrahemispheric"
"R_MST_ROI","R_PI_ROI","R","MST","R","PI","Intrahemispheric"
"R_MST_ROI","R_a32pr_ROI","R","MST","R","a32pr","Intrahemispheric"
"R_MST_ROI","R_p24_ROI","R","MST","R","p24","Intrahemispheric"
"R_MST_ROI","L_V1_ROI","R","MST","L","V1","Heterotopic"
"R_MST_ROI","L_MST_ROI","R","MST","L","MST","Homotopic"
"R_MST_ROI","L_V6_ROI","R","MST","L","V6","Heterotopic"
"R_MST_ROI","L_V2_ROI","R","MST","L","V2","Heterotopic"
"R_MST_ROI","L_V3_ROI","R","MST","L","V3","Heterotopic"
"R_MST_ROI","L_V4_ROI","R","MST","L","V4","Heterotopic"
"R_MST_ROI","L_V8_ROI","R","MST","L","V8","Heterotopic"
"R_MST_ROI","L_4_ROI","R","MST","L","4","Heterotopic"
"R_MST_ROI","L_3b_ROI","R","MST","L","3b","Heterotopic"
"R_MST_ROI","L_FEF_ROI","R","MST","L","FEF","Heterotopic"
"R_MST_ROI","L_PEF_ROI","R","MST","L","PEF","Heterotopic"
"R_MST_ROI","L_55b_ROI","R","MST","L","55b","Heterotopic"
"R_MST_ROI","L_V3A_ROI","R","MST","L","V3A","Heterotopic"
"R_MST_ROI","L_RSC_ROI","R","MST","L","RSC","Heterotopic"
"R_MST_ROI","L_POS2_ROI","R","MST","L","POS2","Heterotopic"
"R_MST_ROI","L_V7_ROI","R","MST","L","V7","Heterotopic"
"R_MST_ROI","L_IPS1_ROI","R","MST","L","IPS1","Heterotopic"
"R_MST_ROI","L_FFC_ROI","R","MST","L","FFC","Heterotopic"
"R_MST_ROI","L_V3B_ROI","R","MST","L","V3B","Heterotopic"
"R_MST_ROI","L_LO1_ROI","R","MST","L","LO1","Heterotopic"
"R_MST_ROI","L_LO2_ROI","R","MST","L","LO2","Heterotopic"
"R_MST_ROI","L_PIT_ROI","R","MST","L","PIT","Heterotopic"
"R_MST_ROI","L_MT_ROI","R","MST","L","MT","Heterotopic"
"R_MST_ROI","L_A1_ROI","R","MST","L","A1","Heterotopic"
"R_MST_ROI","L_PSL_ROI","R","MST","L","PSL","Heterotopic"
"R_MST_ROI","L_SFL_ROI","R","MST","L","SFL","Heterotopic"
"R_MST_ROI","L_PCV_ROI","R","MST","L","PCV","Heterotopic"
"R_MST_ROI","L_STV_ROI","R","MST","L","STV","Heterotopic"
"R_MST_ROI","L_7Pm_ROI","R","MST","L","7Pm","Heterotopic"
"R_MST_ROI","L_7m_ROI","R","MST","L","7m","Heterotopic"
"R_MST_ROI","L_POS1_ROI","R","MST","L","POS1","Heterotopic"
"R_MST_ROI","L_23d_ROI","R","MST","L","23d","Heterotopic"
"R_MST_ROI","L_v23ab_ROI","R","MST","L","v23ab","Heterotopic"
"R_MST_ROI","L_d23ab_ROI","R","MST","L","d23ab","Heterotopic"
"R_MST_ROI","L_31pv_ROI","R","MST","L","31pv","Heterotopic"
"R_MST_ROI","L_5m_ROI","R","MST","L","5m","Heterotopic"
"R_MST_ROI","L_5mv_ROI","R","MST","L","5mv","Heterotopic"
"R_MST_ROI","L_23c_ROI","R","MST","L","23c","Heterotopic"
"R_MST_ROI","L_5L_ROI","R","MST","L","5L","Heterotopic"
"R_MST_ROI","L_24dd_ROI","R","MST","L","24dd","Heterotopic"
"R_MST_ROI","L_24dv_ROI","R","MST","L","24dv","Heterotopic"
"R_MST_ROI","L_7AL_ROI","R","MST","L","7AL","Heterotopic"
"R_MST_ROI","L_SCEF_ROI","R","MST","L","SCEF","Heterotopic"
"R_MST_ROI","L_6ma_ROI","R","MST","L","6ma","Heterotopic"
"R_MST_ROI","L_7Am_ROI","R","MST","L","7Am","Heterotopic"
"R_MST_ROI","L_7PL_ROI","R","MST","L","7PL","Heterotopic"
"R_MST_ROI","L_7PC_ROI","R","MST","L","7PC","Heterotopic"
"R_MST_ROI","L_LIPv_ROI","R","MST","L","LIPv","Heterotopic"
"R_MST_ROI","L_VIP_ROI","R","MST","L","VIP","Heterotopic"
"R_MST_ROI","L_MIP_ROI","R","MST","L","MIP","Heterotopic"
"R_MST_ROI","L_1_ROI","R","MST","L","1","Heterotopic"
"R_MST_ROI","L_2_ROI","R","MST","L","2","Heterotopic"
"R_MST_ROI","L_3a_ROI","R","MST","L","3a","Heterotopic"
"R_MST_ROI","L_6d_ROI","R","MST","L","6d","Heterotopic"
"R_MST_ROI","L_6mp_ROI","R","MST","L","6mp","Heterotopic"
"R_MST_ROI","L_6v_ROI","R","MST","L","6v","Heterotopic"
"R_MST_ROI","L_p24pr_ROI","R","MST","L","p24pr","Heterotopic"
"R_MST_ROI","L_33pr_ROI","R","MST","L","33pr","Heterotopic"
"R_MST_ROI","L_a24pr_ROI","R","MST","L","a24pr","Heterotopic"
"R_MST_ROI","L_p32pr_ROI","R","MST","L","p32pr","Heterotopic"
"R_MST_ROI","L_a24_ROI","R","MST","L","a24","Heterotopic"
"R_MST_ROI","L_d32_ROI","R","MST","L","d32","Heterotopic"
"R_MST_ROI","L_8BM_ROI","R","MST","L","8BM","Heterotopic"
"R_MST_ROI","L_p32_ROI","R","MST","L","p32","Heterotopic"
"R_MST_ROI","L_10r_ROI","R","MST","L","10r","Heterotopic"
"R_MST_ROI","L_47m_ROI","R","MST","L","47m","Heterotopic"
"R_MST_ROI","L_8Av_ROI","R","MST","L","8Av","Heterotopic"
"R_MST_ROI","L_8Ad_ROI","R","MST","L","8Ad","Heterotopic"
"R_MST_ROI","L_9m_ROI","R","MST","L","9m","Heterotopic"
"R_MST_ROI","L_8BL_ROI","R","MST","L","8BL","Heterotopic"
"R_MST_ROI","L_9p_ROI","R","MST","L","9p","Heterotopic"
"R_MST_ROI","L_10d_ROI","R","MST","L","10d","Heterotopic"
"R_MST_ROI","L_8C_ROI","R","MST","L","8C","Heterotopic"
"R_MST_ROI","L_44_ROI","R","MST","L","44","Heterotopic"
"R_MST_ROI","L_45_ROI","R","MST","L","45","Heterotopic"
"R_MST_ROI","L_47l_ROI","R","MST","L","47l","Heterotopic"
"R_MST_ROI","L_a47r_ROI","R","MST","L","a47r","Heterotopic"
"R_MST_ROI","L_6r_ROI","R","MST","L","6r","Heterotopic"
"R_MST_ROI","L_IFJa_ROI","R","MST","L","IFJa","Heterotopic"
"R_MST_ROI","L_IFJp_ROI","R","MST","L","IFJp","Heterotopic"
"R_MST_ROI","L_IFSp_ROI","R","MST","L","IFSp","Heterotopic"
"R_MST_ROI","L_IFSa_ROI","R","MST","L","IFSa","Heterotopic"
"R_MST_ROI","L_p9-46v_ROI","R","MST","L","p9-46v","Heterotopic"
"R_MST_ROI","L_46_ROI","R","MST","L","46","Heterotopic"
"R_MST_ROI","L_a9-46v_ROI","R","MST","L","a9-46v","Heterotopic"
"R_MST_ROI","L_9-46d_ROI","R","MST","L","9-46d","Heterotopic"
"R_MST_ROI","L_9a_ROI","R","MST","L","9a","Heterotopic"
"R_MST_ROI","L_10v_ROI","R","MST","L","10v","Heterotopic"
"R_MST_ROI","L_a10p_ROI","R","MST","L","a10p","Heterotopic"
"R_MST_ROI","L_10pp_ROI","R","MST","L","10pp","Heterotopic"
"R_MST_ROI","L_11l_ROI","R","MST","L","11l","Heterotopic"
"R_MST_ROI","L_13l_ROI","R","MST","L","13l","Heterotopic"
"R_MST_ROI","L_OFC_ROI","R","MST","L","OFC","Heterotopic"
"R_MST_ROI","L_47s_ROI","R","MST","L","47s","Heterotopic"
"R_MST_ROI","L_LIPd_ROI","R","MST","L","LIPd","Heterotopic"
"R_MST_ROI","L_6a_ROI","R","MST","L","6a","Heterotopic"
"R_MST_ROI","L_i6-8_ROI","R","MST","L","i6-8","Heterotopic"
"R_MST_ROI","L_s6-8_ROI","R","MST","L","s6-8","Heterotopic"
"R_MST_ROI","L_43_ROI","R","MST","L","43","Heterotopic"
"R_MST_ROI","L_OP4_ROI","R","MST","L","OP4","Heterotopic"
"R_MST_ROI","L_OP1_ROI","R","MST","L","OP1","Heterotopic"
"R_MST_ROI","L_OP2-3_ROI","R","MST","L","OP2-3","Heterotopic"
"R_MST_ROI","L_52_ROI","R","MST","L","52","Heterotopic"
"R_MST_ROI","L_RI_ROI","R","MST","L","RI","Heterotopic"
"R_MST_ROI","L_PFcm_ROI","R","MST","L","PFcm","Heterotopic"
"R_MST_ROI","L_PoI2_ROI","R","MST","L","PoI2","Heterotopic"
"R_MST_ROI","L_TA2_ROI","R","MST","L","TA2","Heterotopic"
"R_MST_ROI","L_FOP4_ROI","R","MST","L","FOP4","Heterotopic"
"R_MST_ROI","L_MI_ROI","R","MST","L","MI","Heterotopic"
"R_MST_ROI","L_Pir_ROI","R","MST","L","Pir","Heterotopic"
"R_MST_ROI","L_AVI_ROI","R","MST","L","AVI","Heterotopic"
"R_MST_ROI","L_AAIC_ROI","R","MST","L","AAIC","Heterotopic"
"R_MST_ROI","L_FOP1_ROI","R","MST","L","FOP1","Heterotopic"
"R_MST_ROI","L_FOP3_ROI","R","MST","L","FOP3","Heterotopic"
"R_MST_ROI","L_FOP2_ROI","R","MST","L","FOP2","Heterotopic"
"R_MST_ROI","L_PFt_ROI","R","MST","L","PFt","Heterotopic"
"R_MST_ROI","L_AIP_ROI","R","MST","L","AIP","Heterotopic"
"R_MST_ROI","L_EC_ROI","R","MST","L","EC","Heterotopic"
"R_MST_ROI","L_PreS_ROI","R","MST","L","PreS","Heterotopic"
"R_MST_ROI","L_H_ROI","R","MST","L","H","Heterotopic"
"R_MST_ROI","L_ProS_ROI","R","MST","L","ProS","Heterotopic"
"R_MST_ROI","L_PeEc_ROI","R","MST","L","PeEc","Heterotopic"
"R_MST_ROI","L_STGa_ROI","R","MST","L","STGa","Heterotopic"
"R_MST_ROI","L_PBelt_ROI","R","MST","L","PBelt","Heterotopic"
"R_MST_ROI","L_A5_ROI","R","MST","L","A5","Heterotopic"
"R_MST_ROI","L_PHA1_ROI","R","MST","L","PHA1","Heterotopic"
"R_MST_ROI","L_PHA3_ROI","R","MST","L","PHA3","Heterotopic"
"R_MST_ROI","L_STSda_ROI","R","MST","L","STSda","Heterotopic"
"R_MST_ROI","L_STSdp_ROI","R","MST","L","STSdp","Heterotopic"
"R_MST_ROI","L_STSvp_ROI","R","MST","L","STSvp","Heterotopic"
"R_MST_ROI","L_TGd_ROI","R","MST","L","TGd","Heterotopic"
"R_MST_ROI","L_TE1a_ROI","R","MST","L","TE1a","Heterotopic"
"R_MST_ROI","L_TE1p_ROI","R","MST","L","TE1p","Heterotopic"
"R_MST_ROI","L_TE2a_ROI","R","MST","L","TE2a","Heterotopic"
"R_MST_ROI","L_TF_ROI","R","MST","L","TF","Heterotopic"
"R_MST_ROI","L_TE2p_ROI","R","MST","L","TE2p","Heterotopic"
"R_MST_ROI","L_PHT_ROI","R","MST","L","PHT","Heterotopic"
"R_MST_ROI","L_PH_ROI","R","MST","L","PH","Heterotopic"
"R_MST_ROI","L_TPOJ1_ROI","R","MST","L","TPOJ1","Heterotopic"
"R_MST_ROI","L_TPOJ2_ROI","R","MST","L","TPOJ2","Heterotopic"
"R_MST_ROI","L_TPOJ3_ROI","R","MST","L","TPOJ3","Heterotopic"
"R_MST_ROI","L_DVT_ROI","R","MST","L","DVT","Heterotopic"
"R_MST_ROI","L_PGp_ROI","R","MST","L","PGp","Heterotopic"
"R_MST_ROI","L_IP2_ROI","R","MST","L","IP2","Heterotopic"
"R_MST_ROI","L_IP1_ROI","R","MST","L","IP1","Heterotopic"
"R_MST_ROI","L_IP0_ROI","R","MST","L","IP0","Heterotopic"
"R_MST_ROI","L_PFop_ROI","R","MST","L","PFop","Heterotopic"
"R_MST_ROI","L_PF_ROI","R","MST","L","PF","Heterotopic"
"R_MST_ROI","L_PFm_ROI","R","MST","L","PFm","Heterotopic"
"R_MST_ROI","L_PGi_ROI","R","MST","L","PGi","Heterotopic"
"R_MST_ROI","L_PGs_ROI","R","MST","L","PGs","Heterotopic"
"R_MST_ROI","L_V6A_ROI","R","MST","L","V6A","Heterotopic"
"R_MST_ROI","L_VMV1_ROI","R","MST","L","VMV1","Heterotopic"
"R_MST_ROI","L_VMV3_ROI","R","MST","L","VMV3","Heterotopic"
"R_MST_ROI","L_PHA2_ROI","R","MST","L","PHA2","Heterotopic"
"R_MST_ROI","L_V4t_ROI","R","MST","L","V4t","Heterotopic"
"R_MST_ROI","L_FST_ROI","R","MST","L","FST","Heterotopic"
"R_MST_ROI","L_V3CD_ROI","R","MST","L","V3CD","Heterotopic"
"R_MST_ROI","L_LO3_ROI","R","MST","L","LO3","Heterotopic"
"R_MST_ROI","L_VMV2_ROI","R","MST","L","VMV2","Heterotopic"
"R_MST_ROI","L_31pd_ROI","R","MST","L","31pd","Heterotopic"
